id,name,image_url
1,서울,https://d2mgzmtdeipcjp.cloudfront.net/files/upload/15946304656428.png
2,강릉,https://d2mgzmtdeipcjp.cloudfront.net/files/upload/15948688864932.jpg
3,제주,https://d2mgzmtdeipcjp.cloudfront.net/files/upload/15946304211014.png
4,부산,https://d2mgzmtdeipcjp.cloudfront.net/files/upload/15946304770880.png
5,가평,https://d2mgzmtdeipcjp.cloudfront.net/files/upload/15948782674055.png
